time,CHL,DIATO,DINO,GREEN,HAPTO,MICRO,NANO,PICO,PROCHLO,PROKAR
1997-11-26,,,,,,,,,,
1997-11-27,0.21769796,,,,,,,,,
1997-11-28,0.14424795,,,,,,,,,
1997-11-29,,,,,,,,,,
1997-11-30,0.14374828,,,,,,,,,
1997-12-01,0.20069951,,,,,,,,,
1997-12-02,0.2171403,,,,,,,,,
1997-12-03,,,,,,,,,,
1997-12-04,,,,,,,,,,
1997-12-05,,,,,,,,,,
1997-12-06,0.20749821,,,,,,,,,
1997-12-07,,,,,,,,,,
1997-12-08,0.16004537,,,,,,,,,
1997-12-09,0.14454305,,,,,,,,,
1997-12-10,0.21304509,,,,,,,,,
1997-12-11,0.14209363,,,,,,,,,
1997-12-12,0.19801956,,,,,,,,,
1997-12-13,0.16992204,,,,,,,,,
1997-12-14,,,,,,,,,,
1997-12-15,,,,,,,,,,
1997-12-16,,,,,,,,,,
1997-12-17,0.15987661,,,,,,,,,
1997-12-18,0.14357124,,,,,,,,,
1997-12-19,,,,,,,,,,
1997-12-20,0.15654783,,,,,,,,,
1997-12-21,0.1835658,,,,,,,,,
1997-12-22,0.16221173,,,,,,,,,
1997-12-23,0.23877645,,,,,,,,,
1997-12-24,0.17221047,,,,,,,,,
1997-12-25,,,,,,,,,,
1997-12-26,0.16418624,,,,,,,,,
1997-12-27,,,,,,,,,,
1997-12-28,0.14921224,,,,,,,,,
1997-12-29,0.13898703,,,,,,,,,
1997-12-30,0.1827901,,,,,,,,,
1997-12-31,0.14618544,,,,,,,,,
1998-01-01,0.1807167,,,,,,,,,
1998-01-02,0.17258456,,,,,,,,,
1998-01-03,,,,,,,,,,
1998-01-04,0.22229053,,,,,,,,,
1998-01-05,,,,,,,,,,
1998-01-06,0.16924445,,,,,,,,,
1998-01-07,,,,,,,,,,
1998-01-08,0.14751779,,,,,,,,,
1998-01-09,0.1544386,,,,,,,,,
1998-01-10,0.18218116,,,,,,,,,
1998-01-11,0.15308195,,,,,,,,,
1998-01-12,0.19258341,,,,,,,,,
1998-01-13,0.124028355,,,,,,,,,
1998-01-14,,,,,,,,,,
1998-01-15,0.1451114,,,,,,,,,
1998-01-16,,,,,,,,,,
1998-01-17,0.13798235,,,,,,,,,
1998-01-18,,,,,,,,,,
1998-01-19,0.2251555,,,,,,,,,
1998-01-20,0.18026799,,,,,,,,,
1998-01-21,0.28992406,,,,,,,,,
1998-01-22,0.18654065,,,,,,,,,
1998-01-23,0.22117756,,,,,,,,,
1998-01-24,0.2045709,,,,,,,,,
1998-01-25,,,,,,,,,,
1998-01-26,0.18013078,,,,,,,,,
1998-01-27,,,,,,,,,,
1998-01-28,0.1422126,,,,,,,,,
1998-01-29,,,,,,,,,,
1998-01-30,0.1511973,,,,,,,,,
1998-01-31,0.14070712,,,,,,,,,
1998-02-01,0.15417767,,,,,,,,,
1998-02-02,0.15342705,,,,,,,,,
1998-02-03,0.19355386,,,,,,,,,
1998-02-04,0.17264895,,,,,,,,,
1998-02-05,,,,,,,,,,
1998-02-06,,,,,,,,,,
1998-02-07,,,,,,,,,,
1998-02-08,0.19809836,,,,,,,,,
1998-02-09,,,,,,,,,,
1998-02-10,0.17861702,,,,,,,,,
1998-02-11,0.15585943,,,,,,,,,
1998-02-12,0.1601955,,,,,,,,,
1998-02-13,0.1490253,,,,,,,,,
1998-02-14,0.20419832,,,,,,,,,
1998-02-15,0.19903511,,,,,,,,,
1998-02-16,,,,,,,,,,
1998-02-17,0.14395924,,,,,,,,,
1998-02-18,,,,,,,,,,
1998-02-19,0.15924414,,,,,,,,,
1998-02-20,,,,,,,,,,
1998-02-21,0.18255788,,,,,,,,,
1998-02-22,0.1606174,,,,,,,,,
1998-02-23,0.21019247,,,,,,,,,
1998-02-24,0.2037895,,,,,,,,,
1998-02-25,,,,,,,,,,
1998-02-26,0.18894774,,,,,,,,,
1998-02-27,,,,,,,,,,
1998-02-28,0.18411575,,,,,,,,,
1998-03-01,,,,,,,,,,
1998-03-02,,,,,,,,,,
1998-03-03,,,,,,,,,,
1998-03-04,0.16661832,,,,,,,,,
1998-03-05,0.15746707,,,,,,,,,
1998-03-06,0.16866104,,,,,,,,,
1998-03-07,0.1780082,,,,,,,,,
1998-03-08,,,,,,,,,,
1998-03-09,,,,,,,,,,
1998-03-10,,,,,,,,,,
1998-03-11,0.21674733,,,,,,,,,
1998-03-12,,,,,,,,,,
1998-03-13,0.19842468,,,,,,,,,
1998-03-14,,,,,,,,,,
1998-03-15,0.20984626,,,,,,,,,
1998-03-16,0.19268313,,,,,,,,,
1998-03-17,0.1892611,,,,,,,,,
1998-03-18,0.1589254,,,,,,,,,
1998-03-19,0.17573589,,,,,,,,,
1998-03-20,,,,,,,,,,
1998-03-21,,,,,,,,,,
1998-03-22,0.23783867,,,,,,,,,
1998-03-23,,,,,,,,,,
1998-03-24,0.24961108,,,,,,,,,
1998-03-25,0.24631973,,,,,,,,,
1998-03-26,0.22903858,,,,,,,,,
1998-03-27,0.19340554,,,,,,,,,
1998-03-28,0.26776746,,,,,,,,,
1998-03-29,0.22483565,,,,,,,,,
1998-03-30,0.28639653,,,,,,,,,
1998-03-31,0.19232373,,,,,,,,,
1998-04-01,,,,,,,,,,
1998-04-02,0.24831504,,,,,,,,,
1998-04-03,,,,,,,,,,
1998-04-04,,,,,,,,,,
1998-04-05,0.2463469,,,,,,,,,
1998-04-06,,,,,,,,,,
1998-04-07,,,,,,,,,,
1998-04-08,,,,,,,,,,
1998-04-09,,,,,,,,,,
1998-04-10,,,,,,,,,,
1998-04-11,0.35868868,,,,,,,,,
1998-04-12,,,,,,,,,,
1998-04-13,0.2953265,,,,,,,,,
1998-04-14,,,,,,,,,,
1998-04-15,,,,,,,,,,
1998-04-16,,,,,,,,,,
1998-04-17,0.28688672,,,,,,,,,
1998-04-18,0.28684157,,,,,,,,,
1998-04-19,0.28462785,,,,,,,,,
1998-04-20,0.3250829,,,,,,,,,
1998-04-21,,,,,,,,,,
1998-04-22,,,,,,,,,,
1998-04-23,,,,,,,,,,
1998-04-24,0.27370608,,,,,,,,,
1998-04-25,,,,,,,,,,
1998-04-26,0.29088688,,,,,,,,,
1998-04-27,0.3213587,,,,,,,,,
1998-04-28,0.36413887,,,,,,,,,
1998-04-29,0.44268227,,,,,,,,,
1998-04-30,0.38929722,,,,,,,,,
1998-05-01,0.42403004,,,,,,,,,
1998-05-02,,,,,,,,,,
1998-05-03,0.36936313,,,,,,,,,
1998-05-04,,,,,,,,,,
1998-05-05,0.25482777,,,,,,,,,
1998-05-06,,,,,,,,,,
1998-05-07,,,,,,,,,,
1998-05-08,,,,,,,,,,
1998-05-09,,,,,,,,,,
1998-05-10,0.24029456,,,,,,,,,
1998-05-11,,,,,,,,,,
1998-05-12,0.33218253,,,,,,,,,
1998-05-13,,,,,,,,,,
1998-05-14,0.41385528,,,,,,,,,
1998-05-15,,,,,,,,,,
1998-05-16,0.35902464,,,,,,,,,
1998-05-17,,,,,,,,,,
1998-05-18,,,,,,,,,,
1998-05-19,0.27575266,,,,,,,,,
1998-05-20,,,,,,,,,,
1998-05-21,0.20006305,,,,,,,,,
1998-05-22,0.40953887,,,,,,,,,
1998-05-23,0.42511624,,,,,,,,,
1998-05-24,,,,,,,,,,
1998-05-25,,,,,,,,,,
1998-05-26,,,,,,,,,,
1998-05-27,0.37049887,,,,,,,,,
1998-05-28,,,,,,,,,,
1998-05-29,0.56640506,,,,,,,,,
1998-05-30,,,,,,,,,,
1998-05-31,0.6146343,,,,,,,,,
1998-06-01,0.49587262,,,,,,,,,
1998-06-02,,,,,,,,,,
1998-06-03,,,,,,,,,,
1998-06-04,,,,,,,,,,
1998-06-05,0.49510777,,,,,,,,,
1998-06-06,,,,,,,,,,
1998-06-07,0.6900414,,,,,,,,,
1998-06-08,,,,,,,,,,
1998-06-09,0.6100036,,,,,,,,,
1998-06-10,,,,,,,,,,
1998-06-11,,,,,,,,,,
1998-06-12,,,,,,,,,,
1998-06-13,0.32320145,,,,,,,,,
1998-06-14,0.6199611,,,,,,,,,
1998-06-15,,,,,,,,,,
1998-06-16,0.8647609,,,,,,,,,
1998-06-17,,,,,,,,,,
1998-06-18,,,,,,,,,,
1998-06-19,,,,,,,,,,
1998-06-20,0.49090803,,,,,,,,,
1998-06-21,0.45116696,,,,,,,,,
1998-06-22,0.40625343,,,,,,,,,
1998-06-23,0.52342963,,,,,,,,,
1998-06-24,,,,,,,,,,
1998-06-25,,,,,,,,,,
1998-06-26,,,,,,,,,,
1998-06-27,0.48276955,,,,,,,,,
1998-06-28,,,,,,,,,,
1998-06-29,0.5378808,,,,,,,,,
1998-06-30,,,,,,,,,,
1998-07-01,,,,,,,,,,
1998-07-02,,,,,,,,,,
1998-07-03,0.18565395,,,,,,,,,
1998-07-04,,,,,,,,,,
1998-07-05,,,,,,,,,,
1998-07-06,,,,,,,,,,
1998-07-07,,,,,,,,,,
1998-07-08,0.3648513,,,,,,,,,
1998-07-09,,,,,,,,,,
1998-07-10,,,,,,,,,,
1998-07-11,,,,,,,,,,
1998-07-12,0.39417592,,,,,,,,,
1998-07-13,0.31919843,,,,,,,,,
1998-07-14,0.379159,,,,,,,,,
1998-07-15,0.26616764,,,,,,,,,
1998-07-16,,,,,,,,,,
1998-07-17,0.239485,,,,,,,,,
1998-07-18,,,,,,,,,,
1998-07-19,,,,,,,,,,
1998-07-20,,,,,,,,,,
1998-07-21,0.38183126,,,,,,,,,
1998-07-22,,,,,,,,,,
1998-07-23,0.44928688,,,,,,,,,
1998-07-24,,,,,,,,,,
1998-07-25,,,,,,,,,,
1998-07-26,0.3300889,,,,,,,,,
1998-07-27,,,,,,,,,,
1998-07-28,0.32179186,,,,,,,,,
1998-07-29,,,,,,,,,,
1998-07-30,,,,,,,,,,
1998-07-31,,,,,,,,,,
1998-08-01,0.3514871,,,,,,,,,
1998-08-02,,,,,,,,,,
1998-08-03,0.31911185,,,,,,,,,
1998-08-04,0.28906262,,,,,,,,,
1998-08-05,,,,,,,,,,
1998-08-06,0.40793383,,,,,,,,,
1998-08-07,,,,,,,,,,
1998-08-08,0.37037504,,,,,,,,,
1998-08-09,,,,,,,,,,
1998-08-10,,,,,,,,,,
1998-08-11,0.29154137,,,,,,,,,
1998-08-12,0.32186478,,,,,,,,,
1998-08-13,0.36693957,,,,,,,,,
1998-08-14,0.42458573,,,,,,,,,
1998-08-15,0.44401982,,,,,,,,,
1998-08-16,,,,,,,,,,
1998-08-17,0.31517485,,,,,,,,,
1998-08-18,,,,,,,,,,
1998-08-19,0.28113478,,,,,,,,,
1998-08-20,,,,,,,,,,
1998-08-21,0.3350183,,,,,,,,,
1998-08-22,0.3146105,,,,,,,,,
1998-08-23,0.33735415,,,,,,,,,
1998-08-24,0.3569488,,,,,,,,,
1998-08-25,0.36894158,,,,,,,,,
1998-08-26,0.3408271,,,,,,,,,
1998-08-27,,,,,,,,,,
1998-08-28,,,,,,,,,,
1998-08-29,,,,,,,,,,
1998-08-30,,,,,,,,,,
1998-08-31,,,,,,,,,,
1998-09-01,,,,,,,,,,
1998-09-02,0.36652264,,,,,,,,,
1998-09-03,,,,,,,,,,
1998-09-04,0.3586702,,,,,,,,,
1998-09-05,0.3797511,,,,,,,,,
1998-09-06,0.3746931,,,,,,,,,
1998-09-07,,,,,,,,,,
1998-09-08,0.2340511,,,,,,,,,
1998-09-09,,,,,,,,,,
1998-09-10,0.19591007,,,,,,,,,
1998-09-11,,,,,,,,,,
1998-09-12,0.22911558,,,,,,,,,
1998-09-13,0.24365039,,,,,,,,,
1998-09-14,,,,,,,,,,
1998-09-15,0.26322672,,,,,,,,,
1998-09-16,0.2893898,,,,,,,,,
1998-09-17,0.3374679,,,,,,,,,
1998-09-18,,,,,,,,,,
1998-09-19,0.26038277,,,,,,,,,
1998-09-20,,,,,,,,,,
1998-09-21,0.30939856,,,,,,,,,
1998-09-22,,,,,,,,,,
1998-09-23,0.29452974,,,,,,,,,
1998-09-24,,,,,,,,,,
1998-09-25,0.28139368,,,,,,,,,
1998-09-26,,,,,,,,,,
1998-09-27,,,,,,,,,,
1998-09-28,,,,,,,,,,
1998-09-29,,,,,,,,,,
1998-09-30,,,,,,,,,,
1998-10-01,,,,,,,,,,
1998-10-02,0.3061891,,,,,,,,,
1998-10-03,0.24774957,,,,,,,,,
1998-10-04,0.26473227,,,,,,,,,
1998-10-05,0.20895855,,,,,,,,,
1998-10-06,0.25970945,,,,,,,,,
1998-10-07,0.19242261,,,,,,,,,
1998-10-08,,,,,,,,,,
1998-10-09,,,,,,,,,,
1998-10-10,,,,,,,,,,
1998-10-11,0.1899778,,,,,,,,,
1998-10-12,,,,,,,,,,
1998-10-13,0.20026101,,,,,,,,,
1998-10-14,0.16107365,,,,,,,,,
1998-10-15,0.17518498,,,,,,,,,
1998-10-16,,,,,,,,,,
1998-10-17,,,,,,,,,,
1998-10-18,0.24260116,,,,,,,,,
1998-10-19,,,,,,,,,,
1998-10-20,0.20317985,,,,,,,,,
1998-10-21,,,,,,,,,,
1998-10-22,0.17070092,,,,,,,,,
1998-10-23,0.17974566,,,,,,,,,
1998-10-24,0.14926852,,,,,,,,,
1998-10-25,0.13978545,,,,,,,,,
1998-10-26,,,,,,,,,,
1998-10-27,,,,,,,,,,
1998-10-28,0.1269814,,,,,,,,,
1998-10-29,0.12926635,,,,,,,,,
1998-10-30,,,,,,,,,,
1998-10-31,0.14841247,,,,,,,,,
1998-11-01,,,,,,,,,,
1998-11-02,0.18044122,,,,,,,,,
1998-11-03,0.14383627,,,,,,,,,
1998-11-04,,,,,,,,,,
1998-11-05,0.17109264,,,,,,,,,
1998-11-06,,,,,,,,,,
1998-11-07,0.17181516,,,,,,,,,
1998-11-08,,,,,,,,,,
1998-11-09,0.23311108,,,,,,,,,
1998-11-10,,,,,,,,,,
1998-11-11,0.16700983,,,,,,,,,
1998-11-12,,,,,,,,,,
1998-11-13,,,,,,,,,,
1998-11-14,0.15542828,,,,,,,,,
1998-11-15,0.19016881,,,,,,,,,
1998-11-16,0.18910028,,,,,,,,,
1998-11-17,,,,,,,,,,
1998-11-18,,,,,,,,,,
1998-11-19,,,,,,,,,,
1998-11-20,,,,,,,,,,
1998-11-21,,,,,,,,,,
1998-11-22,,,,,,,,,,
1998-11-23,,,,,,,,,,
1998-11-24,0.14584121,,,,,,,,,
1998-11-25,0.13303237,,,,,,,,,
1998-11-26,0.21978776,,,,,,,,,
1998-11-27,0.1888308,,,,,,,,,
1998-11-28,0.22378726,,,,,,,,,
1998-11-29,0.21850325,,,,,,,,,
1998-11-30,,,,,,,,,,
1998-12-01,,,,,,,,,,
1998-12-02,,,,,,,,,,
1998-12-03,0.19589019,,,,,,,,,
1998-12-04,0.18342885,,,,,,,,,
1998-12-05,,,,,,,,,,
1998-12-06,,,,,,,,,,
1998-12-07,0.16833095,,,,,,,,,
1998-12-08,0.116573535,,,,,,,,,
1998-12-09,,,,,,,,,,
1998-12-10,,,,,,,,,,
1998-12-11,,,,,,,,,,
1998-12-12,0.1759975,,,,,,,,,
1998-12-13,,,,,,,,,,
1998-12-14,0.16340715,,,,,,,,,
1998-12-15,0.12573797,,,,,,,,,
1998-12-16,0.16436674,,,,,,,,,
1998-12-17,,,,,,,,,,
1998-12-18,,,,,,,,,,
1998-12-19,0.198447,,,,,,,,,
1998-12-20,,,,,,,,,,
1998-12-21,0.19469246,,,,,,,,,
1998-12-22,,,,,,,,,,
1998-12-23,0.13474141,,,,,,,,,
1998-12-24,,,,,,,,,,
1998-12-25,0.22423817,,,,,,,,,
1998-12-26,0.16321439,,,,,,,,,
1998-12-27,0.17169178,,,,,,,,,
1998-12-28,0.16626869,,,,,,,,,
1998-12-29,0.19605888,,,,,,,,,
1998-12-30,0.15862568,,,,,,,,,
1998-12-31,,,,,,,,,,
1999-01-01,0.2479109,,,,,,,,,
1999-01-02,,,,,,,,,,
1999-01-03,0.16575375,,,,,,,,,
1999-01-04,0.17349039,,,,,,,,,
1999-01-05,0.13948677,,,,,,,,,
1999-01-06,0.18168549,,,,,,,,,
1999-01-07,0.1724708,,,,,,,,,
1999-01-08,0.14929603,,,,,,,,,
1999-01-09,,,,,,,,,,
1999-01-10,0.1525069,,,,,,,,,
1999-01-11,,,,,,,,,,
1999-01-12,0.1686921,,,,,,,,,
1999-01-13,,,,,,,,,,
1999-01-14,0.20485798,,,,,,,,,
1999-01-15,0.1696757,,,,,,,,,
1999-01-16,0.18003345,,,,,,,,,
1999-01-17,0.18267961,,,,,,,,,
1999-01-18,0.21137539,,,,,,,,,
1999-01-19,0.1819157,,,,,,,,,
1999-01-20,,,,,,,,,,
1999-01-21,0.16641252,,,,,,,,,
1999-01-22,,,,,,,,,,
1999-01-23,0.13901027,,,,,,,,,
1999-01-24,,,,,,,,,,
1999-01-25,,,,,,,,,,
1999-01-26,,,,,,,,,,
1999-01-27,0.1611742,,,,,,,,,
1999-01-28,,,,,,,,,,
1999-01-29,0.19818622,,,,,,,,,
1999-01-30,0.13740641,,,,,,,,,
1999-01-31,,,,,,,,,,
1999-02-01,0.16533884,,,,,,,,,
1999-02-02,,,,,,,,,,
1999-02-03,0.18439952,,,,,,,,,
1999-02-04,,,,,,,,,,
1999-02-05,0.23624554,,,,,,,,,
1999-02-06,0.24263921,,,,,,,,,
1999-02-07,0.22140127,,,,,,,,,
1999-02-08,0.16804926,,,,,,,,,
1999-02-09,,,,,,,,,,
1999-02-10,0.17380457,,,,,,,,,
1999-02-11,,,,,,,,,,
1999-02-12,0.17408527,,,,,,,,,
1999-02-13,,,,,,,,,,
1999-02-14,0.20259856,,,,,,,,,
1999-02-15,0.22858804,,,,,,,,,
1999-02-16,0.20580842,,,,,,,,,
1999-02-17,0.18883453,,,,,,,,,
1999-02-18,0.19962391,,,,,,,,,
1999-02-19,0.18345056,,,,,,,,,
1999-02-20,,,,,,,,,,
1999-02-21,0.18869428,,,,,,,,,
1999-02-22,,,,,,,,,,
1999-02-23,0.22824141,,,,,,,,,
1999-02-24,,,,,,,,,,
1999-02-25,0.25154543,,,,,,,,,
1999-02-26,0.1865563,,,,,,,,,
1999-02-27,0.1735665,,,,,,,,,
1999-02-28,0.1635794,,,,,,,,,
1999-03-01,,,,,,,,,,
1999-03-02,0.17234223,,,,,,,,,
1999-03-03,,,,,,,,,,
1999-03-04,0.22027554,,,,,,,,,
1999-03-05,,,,,,,,,,
1999-03-06,0.22615196,,,,,,,,,
1999-03-07,0.17639147,,,,,,,,,
1999-03-08,,,,,,,,,,
1999-03-09,0.21193743,,,,,,,,,
1999-03-10,0.2898657,,,,,,,,,
1999-03-11,0.2838283,,,,,,,,,
1999-03-12,,,,,,,,,,
1999-03-13,0.25402978,,,,,,,,,
1999-03-14,,,,,,,,,,
1999-03-15,0.2725992,,,,,,,,,
1999-03-16,,,,,,,,,,
1999-03-17,0.2909445,,,,,,,,,
1999-03-18,,,,,,,,,,
1999-03-19,,,,,,,,,,
1999-03-20,,,,,,,,,,
1999-03-21,0.2580844,,,,,,,,,
1999-03-22,0.2702325,,,,,,,,,
1999-03-23,,,,,,,,,,
1999-03-24,,,,,,,,,,
1999-03-25,,,,,,,,,,
1999-03-26,0.3793292,,,,,,,,,
1999-03-27,0.42057526,,,,,,,,,
1999-03-28,0.47850478,,,,,,,,,
1999-03-29,0.4668107,,,,,,,,,
1999-03-30,0.4463197,,,,,,,,,
1999-03-31,0.44112778,,,,,,,,,
1999-04-01,,,,,,,,,,
1999-04-02,0.3174329,,,,,,,,,
1999-04-03,,,,,,,,,,
1999-04-04,0.27924305,,,,,,,,,
1999-04-05,,,,,,,,,,
1999-04-06,,,,,,,,,,
1999-04-07,,,,,,,,,,
1999-04-08,,,,,,,,,,
1999-04-09,0.22507207,,,,,,,,,
1999-04-10,,,,,,,,,,
1999-04-11,0.19837569,,,,,,,,,
1999-04-12,,,,,,,,,,
1999-04-13,0.21660584,,,,,,,,,
1999-04-14,,,,,,,,,,
1999-04-15,0.2194817,,,,,,,,,
1999-04-16,0.21320611,,,,,,,,,
1999-04-17,0.2009155,,,,,,,,,
1999-04-18,0.17023705,,,,,,,,,
1999-04-19,0.20775066,,,,,,,,,
1999-04-20,0.18316469,,,,,,,,,
1999-04-21,,,,,,,,,,
1999-04-22,0.1654951,,,,,,,,,
1999-04-23,,,,,,,,,,
1999-04-24,0.2389514,,,,,,,,,
1999-04-25,,,,,,,,,,
1999-04-26,0.25774908,,,,,,,,,
1999-04-27,0.20296079,,,,,,,,,
1999-04-28,0.21622445,,,,,,,,,
1999-04-29,0.21254325,,,,,,,,,
1999-04-30,0.22902828,,,,,,,,,
1999-05-01,0.21903525,,,,,,,,,
1999-05-02,,,,,,,,,,
1999-05-03,,,,,,,,,,
1999-05-04,,,,,,,,,,
1999-05-05,,,,,,,,,,
1999-05-06,,,,,,,,,,
1999-05-07,,,,,,,,,,
1999-05-08,,,,,,,,,,
1999-05-09,,,,,,,,,,
1999-05-10,,,,,,,,,,
1999-05-11,,,,,,,,,,
1999-05-12,,,,,,,,,,
1999-05-13,,,,,,,,,,
1999-05-14,0.33111578,,,,,,,,,
1999-05-15,,,,,,,,,,
1999-05-16,0.19875269,,,,,,,,,
1999-05-17,0.1908434,,,,,,,,,
1999-05-18,0.2944421,,,,,,,,,
1999-05-19,,,,,,,,,,
1999-05-20,0.339791,,,,,,,,,
1999-05-21,,,,,,,,,,
1999-05-22,,,,,,,,,,
1999-05-23,,,,,,,,,,
1999-05-24,,,,,,,,,,
1999-05-25,,,,,,,,,,
1999-05-26,,,,,,,,,,
1999-05-27,0.4635418,,,,,,,,,
1999-05-28,,,,,,,,,,
1999-05-29,0.7708387,,,,,,,,,
1999-05-30,0.6129112,,,,,,,,,
1999-05-31,,,,,,,,,,
1999-06-01,0.64717495,,,,,,,,,
1999-06-02,,,,,,,,,,
1999-06-03,,,,,,,,,,
1999-06-04,,,,,,,,,,
1999-06-05,0.7002358,,,,,,,,,
1999-06-06,,,,,,,,,,
1999-06-07,0.5443961,,,,,,,,,
1999-06-08,,,,,,,,,,
1999-06-09,0.62218535,,,,,,,,,
1999-06-10,0.46205792,,,,,,,,,
1999-06-11,,,,,,,,,,
1999-06-12,,,,,,,,,,
1999-06-13,,,,,,,,,,
1999-06-14,0.52213705,,,,,,,,,
1999-06-15,,,,,,,,,,
1999-06-16,0.7049539,,,,,,,,,
1999-06-17,0.6157858,,,,,,,,,
1999-06-18,0.46585763,,,,,,,,,
1999-06-19,0.49143553,,,,,,,,,
1999-06-20,,,,,,,,,,
1999-06-21,0.41591933,,,,,,,,,
1999-06-22,,,,,,,,,,
1999-06-23,0.48010173,,,,,,,,,
1999-06-24,,,,,,,,,,
1999-06-25,,,,,,,,,,
1999-06-26,0.45161554,,,,,,,,,
1999-06-27,,,,,,,,,,
1999-06-28,,,,,,,,,,
1999-06-29,0.75844204,,,,,,,,,
1999-06-30,0.5449704,,,,,,,,,
1999-07-01,,,,,,,,,,
1999-07-02,0.47178438,,,,,,,,,
1999-07-03,,,,,,,,,,
1999-07-04,,,,,,,,,,
1999-07-05,,,,,,,,,,
1999-07-06,0.36415532,,,,,,,,,
1999-07-07,,,,,,,,,,
1999-07-08,0.4823187,,,,,,,,,
1999-07-09,0.42802808,,,,,,,,,
1999-07-10,,,,,,,,,,
1999-07-11,0.29117927,,,,,,,,,
1999-07-12,,,,,,,,,,
1999-07-13,,,,,,,,,,
1999-07-14,,,,,,,,,,
1999-07-15,,,,,,,,,,
1999-07-16,0.5647247,,,,,,,,,
1999-07-17,0.60534,,,,,,,,,
1999-07-18,0.5830813,,,,,,,,,
1999-07-19,,,,,,,,,,
1999-07-20,,,,,,,,,,
1999-07-21,,,,,,,,,,
1999-07-22,0.62690604,,,,,,,,,
1999-07-23,,,,,,,,,,
1999-07-24,0.48373443,,,,,,,,,
1999-07-25,0.20247841,,,,,,,,,
1999-07-26,0.27811632,,,,,,,,,
1999-07-27,,,,,,,,,,
1999-07-28,,,,,,,,,,
1999-07-29,,,,,,,,,,
1999-07-30,,,,,,,,,,
1999-07-31,0.39739484,,,,,,,,,
1999-08-01,,,,,,,,,,
1999-08-02,0.5307315,,,,,,,,,
1999-08-03,,,,,,,,,,
1999-08-04,0.37857473,,,,,,,,,
1999-08-05,0.31624714,,,,,,,,,
1999-08-06,0.32002473,,,,,,,,,
1999-08-07,0.3070623,,,,,,,,,
1999-08-08,0.33159155,,,,,,,,,
1999-08-09,0.3271391,,,,,,,,,
1999-08-10,,,,,,,,,,
1999-08-11,0.3455849,,,,,,,,,
