depth,time,chl,phyc
0.49402538,2022-05-16,0.13774393,1.2883353
0.49402538,2022-05-17,0.13236514,1.2494743
0.49402538,2022-05-18,0.12886862,1.1977952
0.49402538,2022-05-19,0.13225931,1.1881831
0.49402538,2022-05-20,0.13653307,1.2143421
0.49402538,2022-05-21,0.13974918,1.232424
0.49402538,2022-05-22,0.14829418,1.2253277
0.49402538,2022-05-23,0.16656929,1.2681618
0.49402538,2022-05-24,0.17763534,1.3125312
0.49402538,2022-05-25,0.18183367,1.3607814
0.49402538,2022-05-26,0.17976274,1.3893651
0.49402538,2022-05-27,0.18197677,1.4076666
0.49402538,2022-05-28,0.19354631,1.4268967
0.49402538,2022-05-29,0.20689483,1.4461105
0.49402538,2022-05-30,0.21321157,1.4858856
0.49402538,2022-05-31,0.20783763,1.5009737
0.49402538,2022-06-01,0.19924891,1.4885843
0.49402538,2022-06-02,0.20069468,1.4675713
0.49402538,2022-06-03,0.21032713,1.472241
0.49402538,2022-06-04,0.21582589,1.4803421
0.49402538,2022-06-05,0.21761453,1.4848533
0.49402538,2022-06-06,0.21899055,1.4749148
0.49402538,2022-06-07,0.22600166,1.469184
0.49402538,2022-06-08,0.23008347,1.4381558
0.49402538,2022-06-09,0.23132618,1.3867327
0.49402538,2022-06-10,0.23017679,1.333945
0.49402538,2022-06-11,0.23454346,1.3612381
0.49402538,2022-06-12,0.23247746,1.3655105
0.49402538,2022-06-13,0.23888996,1.3898672
0.49402538,2022-06-14,0.23782907,1.4079477
0.49402538,2022-06-15,0.22996306,1.3510306
0.49402538,2022-06-16,0.2356417,1.3283637
0.49402538,2022-06-17,0.2414995,1.3216281
0.49402538,2022-06-18,0.24987394,1.325385
0.49402538,2022-06-19,0.26365447,1.365317
0.49402538,2022-06-20,0.2733023,1.4139982
0.49402538,2022-06-21,0.2701049,1.4204435
0.49402538,2022-06-22,0.2650667,1.440864
0.49402538,2022-06-23,0.25331807,1.3776622
0.49402538,2022-06-24,0.2576775,1.392429
0.49402538,2022-06-25,0.25599545,1.4167304
0.49402538,2022-06-26,0.26534733,1.4295467
0.49402538,2022-06-27,0.27830094,1.4328057
0.49402538,2022-06-28,0.29110342,1.4461613
0.49402538,2022-06-29,0.29455522,1.4688104
0.49402538,2022-06-30,0.29056457,1.4768138
0.49402538,2022-07-01,0.28269523,1.475379
0.49402538,2022-07-02,0.27934247,1.478405
0.49402538,2022-07-03,0.2874329,1.5046878
0.49402538,2022-07-04,0.29649603,1.5114671
0.49402538,2022-07-05,0.2811821,1.3760817
0.49402538,2022-07-06,0.2971756,1.3861145
0.49402538,2022-07-07,0.30409428,1.4263895
0.49402538,2022-07-08,0.3022923,1.4295671
0.49402538,2022-07-09,0.2866462,1.3549123
0.49402538,2022-07-10,0.30269626,1.3912638
0.49402538,2022-07-11,0.3183327,1.5248102
0.49402538,2022-07-12,0.31448087,1.586834
0.49402538,2022-07-13,0.30869058,1.6135421
0.49402538,2022-07-14,0.3106263,1.5753428
0.49402538,2022-07-15,0.3203257,1.5866872
0.49402538,2022-07-16,0.3217045,1.6184952
0.49402538,2022-07-17,0.30024287,1.452927
0.49402538,2022-07-18,0.3238047,1.4987843
0.49402538,2022-07-19,0.34244072,1.6533378
0.49402538,2022-07-20,0.33424407,1.5984364
0.49402538,2022-07-21,0.33719298,1.5776714
0.49402538,2022-07-22,0.33631706,1.5823134
0.49402538,2022-07-23,0.33042976,1.5018203
0.49402538,2022-07-24,0.35162073,1.532215
0.49402538,2022-07-25,0.36957902,1.5916303
0.49402538,2022-07-26,0.37122232,1.584839
0.49402538,2022-07-27,0.38389593,1.6598498
0.49402538,2022-07-28,0.37934536,1.7271882
0.49402538,2022-07-29,0.36488935,1.7105744
0.49402538,2022-07-30,0.36736056,1.7240521
0.49402538,2022-07-31,0.36507064,1.6884081
0.49402538,2022-08-01,0.35205817,1.6092085
0.49402538,2022-08-02,0.34654003,1.5835698
0.49402538,2022-08-03,0.3620377,1.6495107
0.49402538,2022-08-04,0.38599378,1.7598485
0.49402538,2022-08-05,0.39604968,1.8275632
0.49402538,2022-08-06,0.39146653,1.835359
0.49402538,2022-08-07,0.38595724,1.8523085
0.49402538,2022-08-08,0.36454442,1.7339115
0.49402538,2022-08-09,0.36220577,1.6842829
0.49402538,2022-08-10,0.37240982,1.7360083
0.49402538,2022-08-11,0.36858475,1.8088869
0.49402538,2022-08-12,0.36741066,1.8231848
0.49402538,2022-08-13,0.3655911,1.7184079
0.49402538,2022-08-14,0.3758525,1.7133596
0.49402538,2022-08-15,0.38329375,1.8035096
0.49402538,2022-08-16,0.38017663,1.7850869
0.49402538,2022-08-17,0.37711096,1.7182298
0.49402538,2022-08-18,0.3883243,1.7379735
0.49402538,2022-08-19,0.39950788,1.8150563
0.49402538,2022-08-20,0.38940597,1.8867929
0.49402538,2022-08-21,0.39545763,1.8970261
0.49402538,2022-08-22,0.4177284,1.9566936
0.49402538,2022-08-23,0.41847593,2.0493145
0.49402538,2022-08-24,0.39572924,2.015103
0.49402538,2022-08-25,0.36227414,1.9504921
0.49402538,2022-08-26,0.34491485,1.9076743
0.49402538,2022-08-27,0.38006902,1.9100262
0.49402538,2022-08-28,0.4112534,1.9588811
0.49402538,2022-08-29,0.4314813,2.083953
0.49402538,2022-08-30,0.42283574,2.1512303
0.49402538,2022-08-31,0.4086982,2.139365
0.49402538,2022-09-01,0.39954698,2.134047
0.49402538,2022-09-02,0.39924645,2.076
0.49402538,2022-09-03,0.40134797,1.934201
0.49402538,2022-09-04,0.4254213,1.8959799
0.49402538,2022-09-05,0.4623785,2.0540543
0.49402538,2022-09-06,0.4729498,2.1833606
0.49402538,2022-09-07,0.46202204,2.194614
0.49402538,2022-09-08,0.42990035,2.1161218
0.49402538,2022-09-09,0.37688452,2.0311964
0.49402538,2022-09-10,0.33445472,1.9551597
0.49402538,2022-09-11,0.30503172,1.9311619
0.49402538,2022-09-12,0.30643618,1.8910466
0.49402538,2022-09-13,0.36980116,1.93676
0.49402538,2022-09-14,0.40506616,2.050985
0.49402538,2022-09-15,0.42143223,2.1820197
0.49402538,2022-09-16,0.41652346,2.2698145
0.49402538,2022-09-17,0.38672677,2.2410424
0.49402538,2022-09-18,0.36747733,2.1756725
0.49402538,2022-09-19,0.396761,2.1826353
0.49402538,2022-09-20,0.41171333,2.236329
0.49402538,2022-09-21,0.4062356,2.2758884
0.49402538,2022-09-22,0.40123868,2.280144
0.49402538,2022-09-23,0.38782147,2.2387934
0.49402538,2022-09-24,0.38190347,2.2150147
0.49402538,2022-09-25,0.3728438,2.1996212
0.49402538,2022-09-26,0.3520452,2.180956
0.49402538,2022-09-27,0.33782417,2.1870847
0.49402538,2022-09-28,0.32718557,2.1603322
0.49402538,2022-09-29,0.30956593,2.0919802
0.49402538,2022-09-30,0.28777164,2.0050607
0.49402538,2022-10-01,0.29712895,2.0030017
0.49402538,2022-10-02,0.32646665,2.0474057
0.49402538,2022-10-03,0.328214,2.063065
0.49402538,2022-10-04,0.29963484,2.0032446
0.49402538,2022-10-05,0.31008816,2.0246649
0.49402538,2022-10-06,0.32698742,2.0644765
0.49402538,2022-10-07,0.31370008,2.0740724
0.49402538,2022-10-08,0.2754153,1.9954568
0.49402538,2022-10-09,0.27283162,1.9541489
0.49402538,2022-10-10,0.33527392,2.0940578
0.49402538,2022-10-11,0.35701215,2.1833873
0.49402538,2022-10-12,0.354241,2.2044477
0.49402538,2022-10-13,0.33249548,2.1909537
0.49402538,2022-10-14,0.28745982,2.0892768
0.49402538,2022-10-15,0.2552401,1.9597172
0.49402538,2022-10-16,0.25189492,1.8847904
0.49402538,2022-10-17,0.2628987,1.8861797
0.49402538,2022-10-18,0.25036004,1.8560616
0.49402538,2022-10-19,0.22247836,1.7750345
0.49402538,2022-10-20,0.20628706,1.7080338
0.49402538,2022-10-21,0.19967991,1.6608632
0.49402538,2022-10-22,0.18688552,1.6093155
0.49402538,2022-10-23,0.18329516,1.54761
0.49402538,2022-10-24,0.2326738,1.6523943
0.49402538,2022-10-25,0.2889843,1.8570042
0.49402538,2022-10-26,0.29784456,1.927724
0.49402538,2022-10-27,0.29663813,1.9685299
0.49402538,2022-10-28,0.29967254,1.9999905
0.49402538,2022-10-29,0.29805702,1.957396
0.49402538,2022-10-30,0.29752553,1.95463
0.49402538,2022-10-31,0.2804961,1.9509382
0.49402538,2022-11-01,0.25860715,1.9133905
0.49402538,2022-11-02,0.23408416,1.861706
0.49402538,2022-11-03,0.2091951,1.7914041
0.49402538,2022-11-04,0.20496514,1.7703166
0.49402538,2022-11-05,0.21644716,1.7864618
0.49402538,2022-11-06,0.21773455,1.7549012
0.49402538,2022-11-07,0.20958927,1.7195878
0.49402538,2022-11-08,0.1914765,1.6602054
0.49402538,2022-11-09,0.17400514,1.595989
0.49402538,2022-11-10,0.18476048,1.602138
0.49402538,2022-11-11,0.22570425,1.7190466
0.49402538,2022-11-12,0.22141406,1.7233603
0.49402538,2022-11-13,0.20768166,1.693283
0.49402538,2022-11-14,0.1947716,1.6673939
0.49402538,2022-11-15,0.17933092,1.6309955
0.49402538,2022-11-16,0.16617587,1.5856402
0.49402538,2022-11-17,0.1777349,1.6129965
0.49402538,2022-11-18,0.20070525,1.6854833
0.49402538,2022-11-19,0.20279278,1.6949544
0.49402538,2022-11-20,0.19236028,1.6736276
0.49402538,2022-11-21,0.17298436,1.6275756
0.49402538,2022-11-22,0.15290573,1.5629995
0.49402538,2022-11-23,0.13614357,1.47916
0.49402538,2022-11-24,0.1285197,1.4213736
0.49402538,2022-11-25,0.12705871,1.4018168
0.49402538,2022-11-26,0.14164168,1.4301709
0.49402538,2022-11-27,0.15958166,1.4899514
0.49402538,2022-11-28,0.1644747,1.5161295
0.49402538,2022-11-29,0.15870687,1.5089545
0.49402538,2022-11-30,0.1483245,1.4688567
0.49402538,2022-12-01,0.14360934,1.4358712
0.49402538,2022-12-02,0.14101969,1.4071852
0.49402538,2022-12-03,0.1461971,1.4118222
0.49402538,2022-12-04,0.15755746,1.4498497
0.49402538,2022-12-05,0.16763389,1.4955447
0.49402538,2022-12-06,0.17130741,1.5153042
0.49402538,2022-12-07,0.16842555,1.5092623
0.49402538,2022-12-08,0.161823,1.4912798
0.49402538,2022-12-09,0.15452853,1.4672859
0.49402538,2022-12-10,0.1551335,1.4677483
0.49402538,2022-12-11,0.16165902,1.4994435
0.49402538,2022-12-12,0.16453628,1.5207623
0.49402538,2022-12-13,0.16310868,1.5211314
0.49402538,2022-12-14,0.15676634,1.4954171
0.49402538,2022-12-15,0.14881414,1.4515446
0.49402538,2022-12-16,0.142406,1.4129677
0.49402538,2022-12-17,0.13644335,1.3772924
0.49402538,2022-12-18,0.12961526,1.3340732
0.49402538,2022-12-19,0.12390104,1.2966455
0.49402538,2022-12-20,0.121350914,1.2850076
0.49402538,2022-12-21,0.12086581,1.2917938
0.49402538,2022-12-22,0.11997975,1.300334
0.49402538,2022-12-23,0.117397256,1.2959719
0.49402538,2022-12-24,0.1170252,1.2862514
0.49402538,2022-12-25,0.123859644,1.3141268
0.49402538,2022-12-26,0.13584228,1.3701147
0.49402538,2022-12-27,0.14887339,1.4435453
0.49402538,2022-12-28,0.15034175,1.4663069
0.49402538,2022-12-29,0.14442652,1.4498137
0.49402538,2022-12-30,0.13856305,1.4208536
0.49402538,2022-12-31,0.1409804,1.4232545
0.49402538,2023-01-01,0.14419994,1.4477797
0.49402538,2023-01-02,0.14287119,1.4563342
0.49402538,2023-01-03,0.13870557,1.4450068
0.49402538,2023-01-04,0.13320816,1.4264648
0.49402538,2023-01-05,0.1266248,1.3986077
0.49402538,2023-01-06,0.1269459,1.3750898
0.49402538,2023-01-07,0.13497402,1.4198364
0.49402538,2023-01-08,0.1346345,1.4452333
0.49402538,2023-01-09,0.13056248,1.4459078
0.49402538,2023-01-10,0.12602714,1.4294767
0.49402538,2023-01-11,0.12323013,1.4178882
0.49402538,2023-01-12,0.120998934,1.4072355
0.49402538,2023-01-13,0.12149884,1.4091339
0.49402538,2023-01-14,0.121992216,1.4102799
0.49402538,2023-01-15,0.121101424,1.395172
0.49402538,2023-01-16,0.1226931,1.3947359
0.49402538,2023-01-17,0.123411976,1.3923187
0.49402538,2023-01-18,0.12121789,1.377491
0.49402538,2023-01-19,0.11926141,1.3720722
0.49402538,2023-01-20,0.120649606,1.3897727
0.49402538,2023-01-21,0.122945175,1.4114387
0.49402538,2023-01-22,0.12124951,1.391428
0.49402538,2023-01-23,0.11806877,1.3590956
0.49402538,2023-01-24,0.119639665,1.3587209
0.49402538,2023-01-25,0.121273875,1.3717358
0.49402538,2023-01-26,0.12019853,1.3588247
0.49402538,2023-01-27,0.12157951,1.3535634
0.49402538,2023-01-28,0.12412673,1.3628445
0.49402538,2023-01-29,0.123501115,1.3614953
0.49402538,2023-01-30,0.12159074,1.3576165
0.49402538,2023-01-31,0.12032801,1.3465266
0.49402538,2023-02-01,0.119229764,1.3306556
0.49402538,2023-02-02,0.11759278,1.3170074
0.49402538,2023-02-03,0.115569144,1.3057998
0.49402538,2023-02-04,0.1146166,1.3001298
0.49402538,2023-02-05,0.116910726,1.3095635
0.49402538,2023-02-06,0.11990592,1.3210251
0.49402538,2023-02-07,0.11993258,1.3239913
0.49402538,2023-02-08,0.1184629,1.3198844
0.49402538,2023-02-09,0.11673551,1.3104937
0.49402538,2023-02-10,0.117536776,1.3073194
0.49402538,2023-02-11,0.12045185,1.3198171
0.49402538,2023-02-12,0.12015633,1.3271995
0.49402538,2023-02-13,0.11785442,1.3276241
0.49402538,2023-02-14,0.116685666,1.3318155
0.49402538,2023-02-15,0.115721256,1.3323028
0.49402538,2023-02-16,0.11483496,1.3262134
0.49402538,2023-02-17,0.11437668,1.3225017
0.49402538,2023-02-18,0.11480423,1.3251023
0.49402538,2023-02-19,0.11613437,1.33535
0.49402538,2023-02-20,0.11664249,1.3434138
0.49402538,2023-02-21,0.11654312,1.3434625
0.49402538,2023-02-22,0.116914734,1.341922
0.49402538,2023-02-23,0.1199978,1.3537387
0.49402538,2023-02-24,0.12262063,1.3565173
0.49402538,2023-02-25,0.12297714,1.3476619
0.49402538,2023-02-26,0.12250262,1.3396788
0.49402538,2023-02-27,0.12223779,1.3321226
0.49402538,2023-02-28,0.12217627,1.3208697
0.49402538,2023-03-01,0.12222987,1.3126754
0.49402538,2023-03-02,0.1209542,1.3141689
0.49402538,2023-03-03,0.11876037,1.3075416
0.49402538,2023-03-04,0.12036017,1.3194286
0.49402538,2023-03-05,0.12206782,1.3271604
0.49402538,2023-03-06,0.1219067,1.322362
0.49402538,2023-03-07,0.12031855,1.3094438
0.49402538,2023-03-08,0.11819183,1.2934953
0.49402538,2023-03-09,0.11775866,1.2872975
0.49402538,2023-03-10,0.11751629,1.2871637
0.49402538,2023-03-11,0.11632021,1.2814875
0.49402538,2023-03-12,0.11437825,1.26876
0.49402538,2023-03-13,0.11320881,1.2621964
0.49402538,2023-03-14,0.11313346,1.2664152
0.49402538,2023-03-15,0.11278037,1.2711924
0.49402538,2023-03-16,0.111632295,1.2561146
0.49402538,2023-03-17,0.11480066,1.2659154
0.49402538,2023-03-18,0.11786848,1.2812247
0.49402538,2023-03-19,0.119656995,1.2905865
0.49402538,2023-03-20,0.11991577,1.2920057
0.49402538,2023-03-21,0.120651096,1.2964723
0.49402538,2023-03-22,0.11992484,1.2922947
0.49402538,2023-03-23,0.11685997,1.2770094
0.49402538,2023-03-24,0.114508815,1.2631696
0.49402538,2023-03-25,0.11317611,1.2491026
0.49402538,2023-03-26,0.1141645,1.2441405
0.49402538,2023-03-27,0.11570146,1.2387884
0.49402538,2023-03-28,0.11746704,1.2397454
0.49402538,2023-03-29,0.11802168,1.2343676
0.49402538,2023-03-30,0.118041255,1.2265887
0.49402538,2023-03-31,0.1201619,1.2242965
0.49402538,2023-04-01,0.12132653,1.2284206
0.49402538,2023-04-02,0.12035055,1.2267833
0.49402538,2023-04-03,0.11881054,1.2222555
0.49402538,2023-04-04,0.11839338,1.2258091
0.49402538,2023-04-05,0.118395865,1.2337009
0.49402538,2023-04-06,0.11722185,1.2331138
0.49402538,2023-04-07,0.11568726,1.2201794
0.49402538,2023-04-08,0.11511431,1.204339
0.49402538,2023-04-09,0.11376487,1.1902633
0.49402538,2023-04-10,0.11311428,1.1856049
0.49402538,2023-04-11,0.11310175,1.1808617
0.49402538,2023-04-12,0.11129135,1.166345
0.49402538,2023-04-13,0.11110291,1.1675825
0.49402538,2023-04-14,0.11717246,1.1968249
0.49402538,2023-04-15,0.117691614,1.2089381
0.49402538,2023-04-16,0.11451094,1.2074207
0.49402538,2023-04-17,0.11122705,1.1956279
0.49402538,2023-04-18,0.1097095,1.1801088
0.49402538,2023-04-19,0.10838608,1.1636364
0.49402538,2023-04-20,0.109183595,1.144119
0.49402538,2023-04-21,0.112411395,1.134562
0.49402538,2023-04-22,0.11723814,1.1365387
0.49402538,2023-04-23,0.12129228,1.1430486
0.49402538,2023-04-24,0.12692483,1.1624807
0.49402538,2023-04-25,0.14332096,1.2083057
0.49402538,2023-04-26,0.1542116,1.2618437
0.49402538,2023-04-27,0.1559749,1.2835872
0.49402538,2023-04-28,0.15886426,1.3126233
0.49402538,2023-04-29,0.15675436,1.3438601
0.49402538,2023-04-30,0.15504229,1.3645598
0.49402538,2023-05-01,0.15520883,1.3794158
0.49402538,2023-05-02,0.16431053,1.4034457
0.49402538,2023-05-03,0.17634526,1.4421084
0.49402538,2023-05-04,0.1762947,1.4535393
0.49402538,2023-05-05,0.17056932,1.4386913
0.49402538,2023-05-06,0.1600173,1.3580194
0.49402538,2023-05-07,0.15498398,1.2939003
0.49402538,2023-05-08,0.15239859,1.274486
0.49402538,2023-05-09,0.14528337,1.2485069
0.49402538,2023-05-10,0.14282313,1.2467737
0.49402538,2023-05-11,0.14267106,1.2600715
0.49402538,2023-05-12,0.14127702,1.2634735
0.49402538,2023-05-13,0.14284799,1.2731692
0.49402538,2023-05-14,0.14424999,1.2724947
0.49402538,2023-05-15,0.14366344,1.2667097
0.49402538,2023-05-16,0.1423035,1.2619019
